timestamp_before, timestamp_After, accel_x, accel_y, accel_z, gyro_x, gyro_y, gyro_z
1487805380.45760,1487805380.46003,-0.041504,0.687012,-0.021484,-2.563477,-1.586914,-4.333496
1487805380.46009,1487805380.46251,-0.046387,0.678711,0.018066,-2.746582,-1.647949,-4.882812
1487805380.46257,1487805380.46499,-0.057129,0.692871,0.001465,-3.295898,-1.586914,-4.638672
1487805380.46505,1487805380.46748,-0.093262,0.706543,-0.016602,-3.234863,-0.976562,-4.577637
1487805380.46754,1487805380.46996,-0.062988,0.68457,0.02832,-4.150391,-1.77002,-5.004883
1487805380.47002,1487805380.47244,-0.034668,0.695801,-0.084961,-3.662109,-1.403809,-4.577637
1487805380.47261,1487805380.47504,-0.076172,0.677246,0.115723,-3.112793,-1.708984,-5.126953
1487805380.47510,1487805380.47747,-0.087402,0.696777,-0.120117,-3.051758,-2.319336,-4.333496
1487805380.47754,1487805380.47983,-0.061523,0.682617,0.04541,-2.746582,-2.441406,-4.516602
1487805380.47989,1487805380.48219,-0.066406,0.685547,-0.04834,-3.295898,-0.976562,-4.699707
1487805380.48225,1487805380.48455,-0.055664,0.666016,0.012695,-4.211426,-2.01416,-4.394531
1487805380.48461,1487805380.48700,-0.078125,0.679688,-0.023438,-2.563477,-1.77002,-4.455566
1487805380.48706,1487805380.48948,-0.051758,0.682617,0.040039,-3.540039,-1.647949,-4.455566
1487805380.48954,1487805380.49196,-0.04541,0.690918,0.051758,-4.394531,-1.098633,-4.577637
1487805380.49202,1487805380.49444,-0.084961,0.692871,-0.030762,-2.563477,-1.403809,-4.760742
1487805380.49450,1487805380.49697,-0.086914,0.694824,0.032227,-1.831055,-1.708984,-4.02832
1487805380.49703,1487805380.49945,-0.054199,0.69873,0.060059,-1.89209,-1.831055,-4.699707
1487805380.49951,1487805380.50193,-0.066406,0.677246,-0.088379,-3.967285,-1.647949,-4.394531
1487805380.50199,1487805380.50441,-0.079102,0.694824,0.094727,-2.807617,-1.708984,-4.333496
1487805380.50447,1487805380.50693,-0.063477,0.669434,-0.124512,-3.051758,-1.281738,-3.417969
1487805380.50700,1487805380.50942,-0.068359,0.688965,0.032227,-2.075195,-1.89209,-4.272461
1487805380.50948,1487805380.51189,-0.073242,0.69043,-0.027344,-1.586914,-1.403809,-4.455566
1487805380.51195,1487805380.51437,-0.083496,0.685059,0.04541,-3.662109,-1.77002,-4.577637
1487805380.51443,1487805380.51687,-0.078125,0.694824,-0.018555,-4.02832,-1.708984,-4.211426
1487805380.51693,1487805380.51936,-0.097168,0.697266,-0.043457,-1.953125,-2.01416,-3.90625
1487805380.51942,1487805380.52184,-0.096191,0.670898,0.07373,-1.037598,-1.953125,-4.516602
1487805380.52190,1487805380.52432,-0.068359,0.697754,-0.102051,-1.281738,-1.831055,-4.394531
1487805380.52438,1487805380.52677,-0.073242,0.675293,-0.049316,-2.624512,-2.075195,-3.417969
1487805380.52683,1487805380.52913,-0.050293,0.703613,-0.026367,-2.746582,-1.586914,-3.479004
1487805380.52919,1487805380.53148,-0.083008,0.680664,0.041504,-4.577637,-1.647949,-3.417969
1487805380.53154,1487805380.53384,-0.053711,0.685059,0.023926,-4.272461,-1.464844,-2.929688
1487805380.53390,1487805380.53620,-0.058105,0.697266,0.039062,-4.02832,-1.708984,-3.78418
1487805380.53626,1487805380.53856,-0.057617,0.697754,-0.056641,-4.943848,-1.342773,-4.211426
1487805380.53862,1487805380.54092,-0.071777,0.680664,0.120117,-3.479004,-1.159668,-3.723145
1487805380.54098,1487805380.54328,-0.070312,0.703613,-0.017578,-3.356934,-1.403809,-3.723145
1487805380.54334,1487805380.54563,-0.106934,0.702148,0.064941,-3.662109,-0.915527,-3.967285
1487805380.54569,1487805380.54817,-0.05957,0.682617,0.049316,-3.417969,-1.098633,-3.295898
1487805380.54823,1487805380.55065,-0.085449,0.71582,-0.069336,-2.502441,-2.01416,-2.685547
